id_visita,receita
ocx8145,66.65
bji3784,63.05
enc7488,74.23
nzq2565,651.49
oxt2637,954.53
ttw7333,3149.31
joa7352,207.3
rzc1621,33.3
gjx8281,96.28
hiq4177,1928.74
rfh2567,254.63
sbb1611,480.37
jun2737,414.92
hpr4451,774.59
hik6537,358.67
iza7321,265.36
nmy5311,1169.45
jwx1577,991.72
kce5884,2667.35
lua4664,2241.71
zvn1325,217.85
xdq8326,2705.97
kil4611,1802.66
wys3462,179.52
kvs2475,721.14
fsj6538,1064.0
kby8658,1080.56
srg7828,969.8
wkx8586,312.45
zka2821,2257.23
onw8488,502.49
cbc2587,195.05
ork7182,17.76
lfz5653,185.88
wll4573,831.87
hgi8286,145.75
wbb3462,2333.23
cji6333,962.66
vwj3852,1436.54
yvr7482,1758.44
jgg4651,492.45
whe1777,55.64
jsq1567,2463.98
mod4815,80.59
map6143,256.35
dml4157,664.44
glf8256,636.03
omg5662,1048.22
fuu4517,877.91
wbw1441,204.11
eun5687,1078.37
skx5323,743.23
jau8178,6350.83
xpu1363,353.1
mli7316,481.18
umf6717,1369.99
lsg2424,149.34
vfy6154,1660.73
fyv3365,1848.24
wzq4738,1701.31
ipt8114,396.93
koz4267,677.22
jzx1445,3420.03
ing3868,2474.9
phg6124,312.55
btv7788,404.93
nwz4314,2367.55
pfx6165,2878.8
lel6245,231.38
tem1371,832.87
nyn4486,682.48
aci4337,82.41
fpd5886,61.07
pkt2346,53.0
swk8563,133.54
lep1125,158.78
axy7712,910.97
eny8788,750.25
xrq8834,335.41
gqw6232,613.17
jrn4572,1556.06
fre5362,3136.51
tyx1823,2453.96
vfb1813,1167.21
hni8644,529.83
ljy5516,1994.42
ovs6685,1273.74
sxt2284,910.92
bao1136,126.35
cdy4856,686.82
rmo7448,377.14
uex8115,1054.15
qec1861,852.7
seq2312,788.86
lbi8272,227.02
lmk2446,210.21
idv1228,1472.23
hbu7864,22.91
hfg2264,807.11
cvy7122,344.31
jys2752,1816.62
cla7186,109.94
arq7744,1337.54
wod3674,225.41
zsu4168,330.05
jbv2384,2887.7
skd5865,2488.24
hmg8213,351.42
wuv8721,696.41
xls2821,1958.23
rzl2145,315.78
ufd2535,214.65
tvm5174,75.88
ran6776,2776.3
kuj2426,872.29
ngd7552,296.28
ipo4711,78.22
gao2187,550.36
avf1734,239.45
vta1111,2019.39
ddq8462,1265.62
isz8841,149.2
vyq4843,430.25
zor1152,1674.81
btf5673,1677.25
yxb2753,77.53
nud3816,437.24
pwv1527,894.21
sfw5111,491.52
ceg1531,767.32
qfj1254,552.3
agb5818,633.07
fvb1872,892.48
van5822,296.98
jvg6464,792.25
xoi3664,134.82
rzf4241,2083.64
rgq6475,1685.24
wpa7466,2041.17
xqh8884,428.85
buu1573,916.45
fqo3513,56.63
dih7214,41.9
vrd3317,1898.36
lbo5787,469.94
uxo5173,378.71
qhz7327,1575.56
cbv3278,181.22
nwu4567,686.95
vjq5156,470.73
sue3764,4.98
nan5854,1327.91
wfs7557,443.61
udf4873,1746.69
nsq2146,2172.35
tjk2747,3590.65
tfe2754,323.16
cpr1582,1085.2
owu2877,312.17
tzq4524,1702.33
bjy6424,51.93
uyd4813,770.61
ckk8553,1211.83
smp3246,548.53
iri7483,325.48
giq5337,790.8
qbg3233,137.39
uss6672,16.21
msb1741,12.62
tci3648,1779.51
akb7781,104.66
qyk2866,2235.59
wal2814,75.85
xbc3764,1239.32
pym5628,42.2
nij4444,3118.8
tbs1755,171.31
edb7118,1045.85
xim2523,1.41
jop5828,3007.36
mvt8262,571.48
uke7823,12.36
ind1346,1835.24
pcl8721,617.51
lgl3337,332.76
dgr2725,19.79
hbj8826,1875.83
tbt7263,2509.75
bzy2345,58.6
hce4256,1232.48
kze3723,408.95
ash8361,97.83
azp6646,1337.32
ecj5172,2437.18
pmp4467,244.12
ciy6427,164.34
uad1285,225.52
uii1366,8200.24
hop6425,1541.15
jur7226,375.98
miv7146,531.23
qgs1556,795.57
rfl6433,248.15
rjs6765,1570.65
oxk4427,3075.27
nnn1756,791.84
jha1766,554.25
hcr5521,1348.98
wgo1583,1059.77
gxs4651,313.24
qnn4387,323.87
zto1446,5782.03
ndw8868,417.33
waq8463,91.86
crr7235,356.65
ofa6152,461.2
msh1548,612.59
etn2253,794.23
qvr6273,479.21
ylf8748,84.69
wwd7175,979.9
tet4462,218.07
ibx6448,1550.23
pxf6445,907.77
hxf4434,1101.03
tqm8638,776.88
jez6813,133.42
szy7285,1283.16
sht1772,1226.41
zzx6533,34.97
igm8855,317.96
bqq4861,292.88
hcg2121,964.41
gcd6146,379.12
hry8688,1764.43
osc3141,2317.85
xjd5257,1628.48
nug2524,2483.49
lpl8582,519.69
let8481,94.23
hsn1125,1531.25
xlu5242,54.16
dpj4341,87.27
kni4422,1420.18
cix4237,523.99
pmr2641,310.5
tmu1851,515.91
cug5844,770.68
pyt3653,5781.34
wvq6871,3992.9
afe5813,680.25
cpw2555,1715.19
iim2286,838.77
ofh2444,677.81
izo4382,1253.74
hya4542,890.46
jsf7174,619.41
xjj2615,3022.87
lwf5483,1290.11
fhm5577,1008.06
efg1585,239.98
wdm1848,623.88
png6826,41.57
moe5577,413.17
hdt8857,1984.9
yzp2474,280.01
ygn1587,2390.66
cxr5247,30.16
kul3634,61.64
urg7511,3338.09
sau1524,534.62
ecp5826,9.94
pfp7541,620.85
jgl5858,30.69
uhf6662,495.23
aph5257,140.23
rco6888,1474.62
mid5717,303.73
rcx5374,397.48
iet7747,1241.72
gkj5526,1039.09
ppb2565,394.73
heh5854,56.22
rjs4626,2132.26
ggp1114,1315.18
cti5485,138.89
kim6428,515.31
sjq7228,1588.39
gis2418,47.0
lok2146,30.12
gme1568,1731.25
oda8845,501.15
egr7428,776.79
mfz5523,286.4
key8771,997.71
qmz6383,151.04
uro2241,142.31
gvo8771,1902.19
bbq2641,3173.08
tca8587,982.66
nwg8588,733.8
qva7354,176.78
ktq8853,2229.41
bcl4587,3183.41
gkc3364,611.12
ngw3374,28.19
hml5258,1139.52
tjo6747,105.91
kco1335,62.66
cri8541,2011.09
qeh4476,466.87
bqu4443,558.1
eyq2524,903.79
axq8123,199.46
pci8871,1262.18
tpj7447,127.41
urz4312,1471.92
tzs4275,1277.27
dtz7838,966.77
zpc8373,311.89
sht4246,198.28
qsh2688,1448.18
jfy3454,300.66
evf8848,161.8
ivx8452,156.15
ezy2824,177.1
cou1114,205.91
kme1812,520.03
vxi5688,139.28
zse4656,106.31
czc6267,302.41
gvn3727,89.37
mco3458,442.67
fmf3814,903.77
aus4282,189.92
qza6333,165.91
atg2286,922.52
tbp6218,926.58
naq8552,1502.3
zes7441,1205.4
npl5775,886.06
wub4354,389.81
hps8216,1820.23
vpo5527,683.8
non7864,1664.77
dyr5637,877.66
qjm6561,7.86
ukn6827,229.72
biv7473,1896.0
rqw5482,2482.43
ffl1788,578.71
vvz7463,1340.89
bkt3682,591.77
vya3356,2471.93
exv6124,287.39
orl2178,461.25
bwm1832,1243.96
glc2516,868.97
bir4756,644.6
phn3721,1083.97
flr4244,512.37
amf8448,2363.08
hkv1352,880.05
fvh3523,1300.57
rmf2735,1596.82
pxo5827,48.2
kht6431,941.69
hmx4444,1558.36
aav1136,1492.94
efo2637,257.35
ybf7283,978.55
lrj7645,1123.64
ito2888,77.1
cgh6622,193.03
xql7357,467.64
cur8671,1028.58
dpr4534,100.86
kwa5422,50.07
eiv8346,152.7
hgj5167,34.74
ghf6374,363.77
wzd3423,721.13
hhc8255,3427.93
bkg3726,476.6
nih7172,1634.19
txc2238,730.14
ctf6855,811.7
nfq7466,451.09
glf4684,484.32
yes1366,126.46
ley8752,199.99
wbo5835,150.37
rku7457,1521.6
kmz4265,657.08
kui5144,53.02
ktg5282,1403.08
ybo8757,194.54
sqj6866,225.56
ojv7764,847.46
jmv3546,351.95
ddg7168,1324.3
lyh1362,146.47
sps3628,24.28
fcf6877,339.26
bky4782,589.09
hyv5853,1613.09
vbw5443,2995.8
toi6128,165.3
nsl8678,2098.83
yws3847,894.29
mez6833,134.31
dow5255,457.36
rcs2587,522.23
vvv8656,383.87
efs8835,4590.05
evj2183,578.33
yxz5414,553.81
ltf1888,1232.88
syk1326,515.46
slk7314,1294.29
pto1116,533.44
hre1144,1197.38
cjn8355,260.05
pfg4628,611.48
szf4571,1987.96
sci5574,1282.11
kla7831,167.99
qui4738,31.86
tdq6784,762.51
brx3788,275.38
vjv1364,97.62
vhf4338,925.68
urp2236,919.93
unc4212,734.75
qrb2768,313.06
xxv5857,22.83
zpc5776,963.04
izm8382,478.72
xdf3553,2955.4
rof4222,702.25
xhf5785,1998.91
zld6874,1026.04
euj7383,130.87
ynw5843,308.25
xes2126,1092.35
vhp6354,563.82
ybi3383,3042.42
kpz2474,1339.86
phq4741,790.03
vag3572,1121.67
enj5563,503.11
vjm4174,1554.33
tkq6244,373.26
ymg1581,368.46
nec6774,1046.17
uiv5181,823.16
qga7233,502.78
rjq1861,472.34
sqf8856,21.39
mtu6817,229.9
tng5162,105.96
qdn8132,975.07
oda6513,2.23
hla2786,972.79
qwp2586,743.7
zyp6617,5286.23
ltu6522,419.78
blx2163,730.79
ebd6584,196.72
flj1787,278.79
cvo5767,39.03
ufn5138,1822.71
jgy7823,27.98
dsy3222,848.27
umo5131,499.77
ycm6585,971.44
jhw7568,1337.2
txf5813,1817.79
ycg6143,2065.19
ibf3487,2786.01
ntd7124,160.06
vxz5646,729.91
bpb8185,124.47
gfx7523,105.2
oot1183,62.44
jla6865,747.75
nuz4282,5.51
lnt7125,1350.15
xcg1815,345.14
efh1555,108.44
yxs1652,86.91
mmj2217,1870.38
rgt6553,317.63
kwm2541,1166.77
cmq1761,457.99
qvw3528,2390.35
pcp1675,1048.5
teo2554,817.65
xeh1244,742.69
ecn1377,1879.64
tum7183,913.32
ocv5113,730.37
yfu8872,605.71
noi4514,1410.3
wko4617,222.86
sns5726,168.92
gnd7748,176.81
vcr3664,1952.88
lnn1253,49.13
qoi7714,1172.21
vxr8537,1465.84
mwk3738,573.35
hwg1627,1015.13
ydr1142,290.38
kio5537,185.4
zbu2127,1372.75
cqf3173,898.61
lha1517,401.17
uzu2232,151.92
aok3831,527.87
dhx6635,4728.06
dyy4182,40.52
okx5258,1091.9
rww2541,1247.13
viy5275,151.5
xur7686,827.07
lbu6426,1872.13
vha4766,1552.16
rrv1383,862.04
see2115,1023.15
owj1472,238.07
slc3847,1318.05
brf8366,1898.69
pdw7421,544.97
pdz5473,691.95
dsk4733,472.36
sal3427,616.83
qpd6625,569.73
ptu4441,1681.18
feq5574,18.11
lyq4475,791.16
vld7847,423.06
yka2424,291.53
mmc4641,839.57
fwg3862,217.42
afl4577,1013.14
vnq7521,482.68
xpv8218,544.85
yks8457,30.98
xtx5333,859.64
dmf5488,1077.99
jmn3343,26.86
zrf7685,3150.43
hax7778,174.59
cte4778,998.9
gsf7428,568.87
byt8772,766.84
bud1864,2347.51
ayb8682,3519.2
wfy2288,3687.22
htf7361,1729.26
bmw3243,925.81
eeh2272,404.96
cnm2738,1464.64
ygr4441,262.66
lxz5366,241.82
ptr4622,273.38
qnn2625,2549.74
rze1173,1665.51
ysj7275,1.88
usj5716,429.19
ufl3753,51.31
wbz6125,516.18
efs6437,613.15
vwz1381,376.17
zfq5673,1010.55
jck5512,54.2
opk1543,646.27
tfp2284,2393.2
hgh8533,373.18
bie5363,155.74
dsy6126,233.38
dek2267,499.99
gnk7861,659.49
pkf4825,367.36
ilz3812,2069.11
zdg3435,1064.05
gen6877,254.01
zuj4781,33.6
xop4811,890.37
ptb6573,28.16
bjh2573,2133.99
uke3472,1761.88
oqd6323,1116.99
kfc4652,141.55
sko2471,617.76
ola4355,565.28
lwt1653,727.14
cna6445,1063.52
ucz7233,751.01
oiv3211,430.52
pie4852,3.02
ckk8256,610.6
fgb5523,1590.83
rmo4487,527.93
uwt3414,1913.93
chy6514,70.08
cxj7281,86.2
iko2328,40.71
mhd2477,812.94
gtq6367,233.36
uky5424,560.61
pxl7435,767.69
tms6437,2443.46
etz1368,573.42
nhc4751,948.89
jfi5487,437.88
yzi3366,261.71
rrx5523,416.48
jlm1126,864.63
edr1423,570.16
cnu4857,215.15
bpd6586,38.05
uky5567,1462.5
ugn8384,1611.27
gtv7211,915.08
nmx7648,1720.8
duy6736,646.8
jah8823,1333.96
avi3266,821.21
gsp3113,205.3
gwu4178,2778.33
jjh1274,1115.48
zgj8738,1301.44
lls4127,901.28
chm3133,929.12
iof4186,1196.06
qtb3564,158.53
jot5475,844.31
yuc4165,1288.77
xrm5536,177.37
fcy4376,613.82
grf1651,339.15
hwr4273,249.44
qnl5748,362.21
uba7137,251.92
dhl1355,221.43
yzm1158,1742.12
lnv7287,1283.88
qxz1666,324.58
bpu5367,928.88
bnu6761,47.15
jdq4625,465.43
rdm7143,392.09
kiu2215,504.57
nzd7711,225.95
vbt4258,92.47
cro7528,159.76
jtm3136,328.27
lko4621,499.17
occ2183,2527.53
zrx5361,1936.91
ivq6385,421.59
fhq5482,433.09
pus3483,581.76
zzc1156,1669.66
fky7484,1633.03
yqt1834,585.66
mqf4681,3727.37
bdw3237,465.9
jjl5555,556.61
eaq1838,1333.9
tpp5166,729.93
jrq6588,266.57
nqj5467,840.62
hfw6126,3997.73
rdm2331,1581.2
mov8136,735.34
fpx3724,1770.74
efx5321,3301.23
gtk7188,1063.55
yrt1731,323.89
fah4847,530.21
yjw8664,210.12
vhy7266,656.68
tlz8512,1480.03
wty2848,549.27
zid2868,795.58
jgo4586,98.14
lxv5134,291.04
iur3783,400.29
ctu3411,633.76
kny6488,1703.42
lkr2535,48.17
tcr5525,507.3
cfi7231,3268.76
ndv2142,919.1
ddy7667,696.56
ydd7471,678.82
mlz4662,1146.45
tza5622,1912.61
xmz1878,2568.52
iij2234,437.13
jea4886,1413.25
vyd2448,260.9
fln1252,95.35
bqa1744,2822.3
hdp7786,1303.17
nan6638,1833.33
iad5342,1007.06
rxk2474,252.86
olz8672,1451.17
xdh7144,2380.13
geg6336,925.97
ysc6216,2048.52
nvg6122,1142.44
wco8348,345.63
zxc2517,2449.97
gmw8138,3127.19
qdv7765,2308.72
vwr4783,445.09
srn1814,205.04
gvt5735,622.11
opa8642,2928.18
gyh4228,119.06
ogm5113,1009.43
zkh5248,2434.52
gop2881,1272.15
mgq8452,236.23
lto2283,591.95
ggj3772,815.43
edc5166,210.8
ftu6682,1408.47
uof4146,3093.33
zux6464,132.41
eix6776,1456.87
icm2271,172.04
kwt4257,865.91
hjp6468,2372.12
qco6561,1172.21
foe5662,195.95
kuw8531,1082.75
nrl7821,1708.07
lmr6667,240.34
xxd5687,16.47
cet4322,596.92
gar7375,1705.93
rvi1444,103.24
gfv3288,1636.04
gtk5321,398.58
ppi6545,4740.31
eyi4458,400.64
jqx6443,1530.85
iae8221,614.51
esd1673,194.88
yyr1888,1495.93
bdn3318,1554.05
chp7844,373.56
srp4337,386.8
aix2227,531.01
kmp3536,1354.0
dvl6735,175.56
yzt5237,131.77
qgj2181,146.79
kds8281,729.93
mbb7527,1196.35
zna2138,150.26
qlr7387,23.38
szm2737,94.11
yfr8515,115.97
sxu2612,296.03
bbt4134,632.56
bod3656,1552.27
qiv6285,859.84
hwx2235,1424.28
txb8783,5502.15
odk2827,2283.6
ksh4825,182.06
fom3637,2077.06
ppx2582,2457.84
gec8752,61.72
tqk7612,1025.57
mbb1445,755.34
mjm7354,781.58
pax8253,1198.26
kmu8856,353.99
hja3388,1001.43
xlb3853,120.88
qlw3111,97.47
gzb1171,132.25
eew7275,619.51
piz3387,3130.67
jaz8825,844.19
fox8247,1453.08
ogo5571,3092.27
kii4361,25.9
zos8156,685.36
asp3158,60.22
ktu8768,630.71
zbm4785,698.18
ikt7168,434.44
mtf4233,337.7
szu3768,143.46
iwf2815,796.58
xko7422,1940.68
urn5657,697.17
rcd1246,43.02
dnu5571,226.0
eec3773,263.06
hvq4625,1060.59
hdb8152,155.26
jjh2357,1485.16
aya6231,253.5
znd4671,192.65
fsn5732,1471.75
zol3633,233.0
zxn2486,918.3
lyb4748,1485.79
hls8856,709.09
enz7371,1102.99
tkp2687,1512.37
afy7264,1715.08
efi2352,1053.15
tzp8236,873.85
ivo2315,405.74
hyg6277,571.48
kgv6142,207.04
pfn1757,2088.6
izi3778,656.43
atp2245,975.31
ckc2645,1911.16
bnk8214,358.38
mnd6526,423.23
lgs4361,290.91
hfm4737,2501.5
frb2877,1060.0
jai4868,166.54
qaj2113,2169.72
dcu1684,52.63
aen2225,1077.91
rla6538,1042.41
loj8333,239.92
rwd4651,634.8
wpf6877,3488.23
qgt6556,367.64
lne5473,1277.79
eyo8513,111.28
bsx7752,1042.31
sxp7174,878.42
nti4252,1061.96
ivi2713,356.12
jom1814,216.84
rma7645,121.66
vix6684,472.26
xbp4447,1659.05
aph8686,1411.1
iff6886,256.5
grk3283,1789.72
jta6876,183.8
iaf3272,603.0
abj5117,632.39
ail4814,180.27
uxi5637,964.37
xtr8173,538.25
rqi6373,2561.92
ljm1861,450.16
qcx7264,1629.53
ywo3348,406.82
fhi8368,1380.22
skj5254,891.36
tjj8745,563.58
qxo1721,1598.07
tri7284,293.16
iga5658,282.81
eii3758,541.66
jns8224,2058.8
ppb8467,1668.09
ady3828,423.33
kfj3558,1659.14
mwm4453,205.62
odr2455,460.13
ovg7421,10.6
lgw8858,372.12
etm6371,545.24
zqn6422,472.27
mmd8645,169.34
obj7423,101.77
ebl5521,1696.98
voa3482,279.31
hwy2273,1105.82
jaq2421,203.81
vgg2817,524.55
xdo8466,907.89
xoj8554,768.61
qmx4181,883.64
hnn6121,314.06
fka5822,1065.06
gol2557,86.35
tzb6134,308.33
eyu6818,123.19
evf8455,751.17
djw2245,86.24
pdb4412,667.95
oeh7662,775.69
ple3356,78.88
rsg7522,1590.43
mdp4188,296.45
uom5846,158.44
isi1237,645.29
rib3337,838.47
bbt2377,3219.39
idi7666,485.06
bfb2874,135.11
fhf6543,3907.55
qzy7446,82.27
ist8637,1310.21
jyi1133,2.41
zvb8328,814.3
fat8764,2274.98
yst4451,734.9
ury2717,46.05
bth5365,386.99
ssj6163,800.4
xfs3761,423.78
sju5157,4502.26
jid2231,3030.06
jec4128,1185.46
niu8576,288.07
gqm8778,125.4
npy8177,552.98
lhw7277,6028.87
ybe4477,269.02
ejq7831,1562.56
qen6555,151.06
gum8335,549.67
ooj8423,1202.57
thq5488,814.41
rzn3868,1447.94
sqi7325,291.88
dcm2368,553.11
pti1872,954.0
epx2245,661.31
iwb2527,379.89
bly5382,740.26
gjp7527,1987.75
bkr5285,4360.18
box6133,136.28
gxo4848,227.45
exq3625,1131.34
cst2741,784.8
csn4617,1397.52
zne6325,708.68
pid1658,59.02
zut5734,114.48
yrc8846,80.75
isl8437,1309.76
tkb2768,41.03
qtb8424,1592.1
oen1563,390.17
qgk5745,2579.49
ulr6828,2534.56
vdr8213,23.25
khr8274,42.88
fkx2828,1406.64
dtp4385,312.91
wcl8775,585.13
upi2314,3908.18
lcs4325,346.87
lzm2864,751.21
yld6667,2019.53
qmi4863,3729.09
udt1157,807.4
qot8378,620.02
ytl8764,367.16
pkx6577,589.35
bre7752,753.57
qnq8212,966.84
mzl6837,1744.88
blg8256,1544.28
jna6246,127.66
gug8555,393.66
xbu8665,330.45
bfy7386,672.34
zpd4142,93.27
evo3727,3496.01
gvj7152,524.62
shh3166,803.98
zvf7855,713.57
cny1477,3004.49
hjz1433,819.9
tsl3686,805.71
phl6178,1102.53
fkl7336,1179.49
jzq6825,136.77
uzn7263,304.06
gdk1414,2351.11
mxz2514,1373.7
xqc4186,452.36
vru3284,1290.93
jej1656,991.1
bzw4885,418.31
bsf8786,640.07
zwm5258,90.11
rdn4521,395.11
gic1526,925.06
evq3514,179.55
rlu8876,1804.17
irp8551,179.56
luq2635,372.87
nrh7467,800.31
faq7416,204.61
ccr6614,2239.67
ksl1658,217.6
cfu6632,1701.43
ymq7163,2529.9
wzp5721,802.04
ryu1374,1077.94
ckg5431,268.42
lqd6152,3736.39
xeq1538,1744.7
til4384,13.09
cpn7717,304.24
qqa3862,567.48
llx1378,71.79
byt2177,180.63
ozu4724,470.39
klh3626,324.26
bqr8875,500.88
pur2532,421.8
nth4713,6409.89
wsj1716,289.49
qwo4754,148.04
fsq4172,420.05
jlz4627,1236.64
ydx3528,30.96
ble7336,538.98
pad4217,202.86
bqq3644,240.7
qnt2566,1458.83
frt7274,214.6
nyf4343,802.73
roh4864,913.82
bud5113,984.88
nhf5772,1963.44
ipf1623,1.82
sre5131,610.48
imk8726,481.94
chv3211,4458.01
nui3726,86.49
umx2177,1562.17
xqw5786,1422.65
xig2628,671.79
tlz2673,2037.89
tib6386,1477.62
cvv8277,459.85
ktt8277,380.66
wef6625,135.86
cfj2225,738.66
fjs6315,2108.64
kdh4884,981.46
axb3286,946.98
qzs4367,1989.25
zcc5734,498.07
gbn5767,155.6
rhc6674,318.7
umb7267,987.52
ibi6388,146.99
qjl8486,403.12
zda3542,2953.38
cjw1666,3837.68
tdt3478,2592.76
sdp4621,1697.21
kfl7411,2391.73
xuy2488,336.44
wyk7665,1735.51
shx4327,7.53
mzh3474,3482.41
jrx8648,531.47
rgq5253,84.11
all8615,900.65
ijy7348,29.92
xfa8247,2049.86
rpa1326,703.43
ygm5385,918.21
ztz8762,89.81
tak4384,374.98
bjv1367,2776.37
wnc1728,1672.03
prr1751,167.47
pzm6661,369.88
sax7462,2495.17
jeo1111,1724.69
pjw5456,131.86
apj1334,183.73
djv1358,408.36
msc8385,300.89
akc4274,151.02
qth7127,230.99
non8763,2032.95
icg5351,217.06
wcf6175,271.42
vyk5866,425.65
gur8387,54.88
zud5382,146.87
vdd5288,55.07
jcl1222,0.33
vsm2643,1173.36
znc5812,555.92
hvn3751,124.21
mfd2213,812.7
xyn6516,92.51
bcl6424,1551.62
cei2776,516.49
zlj8733,507.97
xfd1114,89.23
kis7546,1413.7
qhp6227,678.32
jwi3572,224.18
dck5727,437.03
btw5835,274.98
uvu2351,115.42
waz2261,2826.69
ccu4442,412.12
yju4255,298.93
fvp3487,428.55
cjw6672,915.46
fil1745,251.94
xyh6465,1119.75
hkk8451,1885.07
lfq1147,572.8
caz2374,708.69
hqk5854,770.82
iet7766,915.79
blc4561,3811.64
zjz7886,2800.75
peq1523,378.64
adk8325,1014.77
yss1877,6.78
azs8823,2526.24
cix5645,1362.08
pzz3813,0.71
brq1831,225.31
rmd7333,293.94
msy5676,105.34
lcm1133,27.92
dtv7636,1729.11
zkd7712,247.44
hbl8551,646.06
hua6737,2481.44
daf1738,956.45
bck4842,333.04
ywu5762,1082.72
pms8612,1014.7
kct8151,0.43
ccv8254,139.26
dni1137,1138.79
pnh2387,577.04
uue5254,200.94
hql1413,318.21
qit3267,504.05
vun7271,124.75
jzi5735,153.03
hqj2243,501.43
dtd1536,104.89
cts8873,852.12
puz5438,699.12
seg5677,982.81
onn5867,355.37
laq6773,214.07
eci2465,439.54
wxt6582,77.48
wrd1124,1533.71
nfg4215,614.68
crc1141,700.01
bej3231,309.37
irv7587,1172.57
kvu8866,652.29
liu2585,403.87
aab2874,883.26
pbu6453,1984.4
gbe1888,1239.02
njj5752,896.29
hlt6228,513.41
ezx2421,743.06
ytq3774,653.0
iec1638,189.37
vbx5647,3407.73
ukw5455,41.02
drf3624,2035.38
itx6511,2743.5
nxn8534,936.83
fnv8572,333.56
oty1716,1534.7
bjv6177,3579.53
pfm1186,617.62
fya7387,1436.95
zsl5852,416.07
ald2246,761.41
rlp2628,440.8
jtw1255,376.94
soa5817,1436.67
qvd8238,669.95
pic8417,286.07
liq3856,1216.1
mxb2331,254.68
siv6332,250.21
lij8422,1443.56
doq8224,1381.89
kec1448,242.83
cns4325,423.33
cxz2438,821.28
jjx2478,130.7
qwv7544,1371.45
isj6862,14.18
pzt2852,1175.89
xrm5642,170.78
zyv5577,5.16
bdq1488,1011.64
vfw6344,169.46
sup8453,579.44
lqt3624,98.37
irl1138,426.33
zff7251,32.91
xsp4825,944.39
gbw4111,411.33
txc4668,101.36
xwf6125,952.86
kod3447,1252.21
nem6667,4466.11
pjz5877,524.37
mrp3724,1579.4
glc4766,1950.32
akz3424,2753.75
yhe7712,145.58
dwx2426,2308.95
njl4174,1458.69
dfq8824,456.51
gjp1273,538.23
aoj6851,275.54
kiv3133,1226.2
qlb3686,484.77
fea8158,554.37
ufk2761,404.31
yuk5467,304.91
clr4656,1513.23
fmf5251,470.74
heh1748,242.54
ptv4878,819.39
vyo5555,783.94
aga2134,1045.95
rcg4526,613.44
ffr2887,202.56
rxr7722,542.04
tbd8364,944.04
rou3756,54.08
qgm5433,3755.7
zeg4265,58.44
snr7738,223.72
ntw5312,100.7
gpn4361,208.79
nrm7552,286.39
qxg6356,352.86
fei5368,2396.72
etv1276,1706.62
bti7346,1043.75
vfu7528,342.76
yhp6211,131.84
ypb2412,1268.0
pqx5177,548.26
rue6626,748.04
qco2663,1907.5
mmf7786,4831.96
ixe3847,429.8
bzl2641,2259.16
ndp8212,1085.39
xxb2475,1857.1
ztp1227,1528.16
izi3483,3251.92
rxo7622,240.45
amw4444,864.04
bax4218,987.38
env6157,727.38
mrf1835,1882.2
hph7881,133.08
irv4512,423.81
nvg6227,491.4
gvz3652,972.55
iql2758,935.23
xfr8822,785.99
wee2647,136.48
tyv2678,367.06
mvs3885,3853.26
ndr1423,1421.07
vfp3875,332.86
boi5256,369.06
sub6724,2559.74
wlj4222,561.83
eyb7215,1706.44
btb8526,270.72
xui5266,667.92
cuk7333,1873.28
vkl6245,121.93
aeb3776,144.65
gpt5142,109.18
tcs2331,1231.9
dof4744,734.94
odo7864,335.01
ejk5523,2057.57
sii5431,378.2
kyq8517,532.11
aik5852,115.51
mtb5544,110.39
ull1312,694.4
won6224,784.88
nve5622,1703.57
zbp8144,888.26
nop6327,146.38
xzl7611,2.57
iwm2255,646.1
ngb6868,65.29
yej2148,789.06
tvm6785,487.66
bkq5142,2115.03
inp2768,855.18
amr5374,833.01
zuz2537,481.92
hxd5547,652.06
jfg5534,369.31
kwy4147,63.25
yba2482,143.1
ydf1581,1088.79
iqy5537,735.36
yta6251,2571.69
rmo2275,88.63
wdx1372,2023.07
kwb2787,348.72
xis1338,338.05
yor3443,495.05
xqf5124,2039.55
ctz1253,865.86
dzp1246,166.69
kng4217,1132.05
sbq4386,132.4
xic8241,1758.88
jyb1754,450.14
tow5176,8.4
ken5612,207.86
mnr1251,2295.15
xpw7515,278.51
nrs1168,312.4
kxf3684,780.04
cva3321,1618.37
xzf6155,1838.15
pax8115,738.98
yga8753,78.54
eje8533,2164.97
fvh8228,1159.57
gpf7772,734.63
fdh7757,205.22
uvp5881,801.9
jyr4346,3652.26
mnq3281,242.12
jvh6141,948.19
xku8663,513.3
jhf1822,96.83
kwx6383,787.58
czd3217,186.13
oeh2845,372.28
pzb7518,165.61
fma8136,1938.06
nxs6312,3063.37
szk8313,2771.42
xwy5732,1506.0
kiv1122,506.26
bew4568,1688.24
skj1311,266.21
jyj3486,1215.22
lle4638,2175.33
gxi5263,141.31
mdm4335,101.23
xuz3637,1203.93
wxh2872,928.28
qlk8628,2104.55
qtb3666,1995.38
onm6358,1976.88
vxy5488,1394.48
vie2115,106.36
qhv8181,6088.61
cce4536,720.1
rpa1347,639.68
nuz1568,2644.75
tjx6428,252.64
odo3414,1530.7
tva8775,1592.5
uif4653,460.7
vnx8446,201.08
gft6855,346.1
bfv4448,1104.65
ndj4183,2619.12
nkf4813,1073.75
tkb5476,24.5
pgc6553,465.43
ibs8731,993.84
uyh6265,2086.52
sgq1458,422.29
mtv5551,179.57
omb4812,1387.37
rix3812,784.02
pro5378,1162.92
mcf8183,338.54
zua3212,11.2
rgh8662,1561.74
